Title,MH1843,HGPP1849,HT1886,CS1908,CH1941,SDAH,NZK,WN,HSAB1852,HT1869
The voice that breathed.,,,,,,,,279,,
The voice within,,,,325,,,,,,
The watching church,,,,636,,,,,,
The waters are troubled,,,,151,,,,,,
The whole wide world is pleading,,,,621,,,,,,
"The will, the will of Christ",,,,473,,,,,,
The wise may bring their learning,,,,,,638,,,,
The wonder of it all,,,,,,75,,,,
The wonders of redeeming love,,,,138,,,,,,
The wonders of redeeming love...,,,,,143,179,,,,
The Wondrous Cross,,,,,118,,,,,
The Wondrous Cross,,,,,120,,,,,
The wondrous cross,,,,172,,,,,,
The word,,,,362,,,,,,
"The Word, whose word can make me",,,,,203,,,,,
The world is very evil,,,,718,,,,,,
The world's glorious harvest.,,,,,,,,247,,
The world’s glorious harvest is fast drawing,,,,589,,,,,,
The year of jubilee,,,,880,,,,,,
There are angels hovering round,,,,175,,,,,,
There are lonely hearts to cherish,,,,486,,,,,,
"There are two ways for trav’lers, only two",,,,11,,,,,,
There comes to my heart one sweet,,,,,609,,,,,
There comes to my heart one sweet strain,,,,208,,,,,,
There is a balm in Gilead,,,,,,475,,,,
There is a blessed hope,,,,,379,,162,,,
There is a blessed hope,,,,743,,,,,,
There is a book that all may read,,,,,92,,,,,
There is a fountain,,,,146,,,,,,
There is a fountain.,,,,,163,336,113,160,,
There is a gate that stands ajar,,,,,561,,110,149,,
There is a gate that stands ajar,,,,91,,,,,,
There is a green hill far away,,,,,126,164,,,,
There is a happy land,,,,,301,,,,,
There is a land ·of pure delight,,,,,299,,,,,
There is a land mine eye hath seen,,,,883,,,,,,
There is a land of corn and wine,,,,,554,,,,,
There is a land of pure delight,,,,899,,,,,,
There is a land of pure delight.....,,,,,,449,,,,
There is a line,,,,137,,,,,,
There is a name I love to hear,,,,,171,248,,,,
There is a place of quiet rest,,,,,681,495,,,,
There is a place of sacred rest,,,,900,,,,,,
There is a quiet place..,,,,,,503,,,,
"There is a road, though narrow",,,,,374,,,,,
There is a safe and secret place,,,,,399,,,,,
There is beauty all around,,,,580,,,,,,
There is beauty all around.,,,,,,652,184,278,,
There is never a day so dreary,,,,649,,,,,,
There is no love like the love of Jesus,,,,85,,,,,,
There is no name so sweet on earth,,,,400,,,,,,
There is no work too humble,,,,721,,,,,,
There is place of quiet rest.,,,,,681,,,310,,
There is power in the blood,,,,27,,,,,,
There is Power in the Blood.,,,,,,294,,169,,
There is sunlight on the hilltop,,,,,612,,45,63,,
There is sunlight on the hilltop,,,,229,,,,,,
There is sweet rest for feet now weary,,,,,380,,,,,
There is sweet rest for feet now weary,,,,920,,,,,,
There lives a voice within me,,,,,281,,,,,
There lives a voice within me,,,,325,,,,,,
There shall be showers of blessing,,,,,652,195,,176,,
There shall be showers of blessing,,,,207,,,,,,
There was One who was willing,,,,,123,,,,,
There was One who was willing to die in,,,,6,,,,,,
There were ninety and nine,,,,61,,,,,,
There were ninety and nine.,,,,,673,,,51,,
There'll be no dark valley,,,,,,208,183,,,
There'll be no night there.,,,,,,443,,,,
There'll be no sorrow there.,,,,,,443,,,,
There's a call comes ringing.,,,,,,,,91,,
There's a great day coming.,,,,,,,,252,,
There's a land that is fairer.,,,,,551,428,180,264,,
There's a new Day Dawning,,,,,,,219,,,
There's a song in the air,,,,,106,120,,,,
There's a spirit in the air.,,,,,,584,,,,
There's a star in the east,,,,,,138,,,,
There's a stranger..,,,,,566,,102,142,,
"There's a sweet, sweet Spirit.",,,,,,262,,,,
There's a wideness in God's mercy,,,,,65,114,,,,
There's life in a look.,,,,,,,125,172,,
There's no other name like Jesus.,,,,,517,253,,,,
There's not a friend.,,,,,,,44,62,,
There's sunshine in my soul today,,,,,607,470,,,,
There's the wonder of sunset,,,,,,75,,,,
There’ll be no dark valley,,,,854,,,,,,
There’ll be no grief in heav’n,,,,943,,,,,,
There’s a cry from Macedonia,,,,617,,,,,,
There’s a dark and a troubled side of life,,,,243,,,,,,
There’s a great day coming,,,,86,,,,,,
There’s a land that is fairer than day,,,,879,,,,,,
There’s a Stranger at the door,,,,21,,,,,,
There’s a wideness in God’s mercy,,,,128,,,,,,
There’s life in a look at the sacred cross,,,,65,,,,,,
There’s no other name like Jesus,,,,302,,,,,,
There’s not a friend like the lowly Jesus,,,,57,,,,,,
There’s room for you to anchor,,,,44,,,,,,
There’s sunshine in my soul today,,,,198,,,,,,
They bro’t their gifts to Jesus,,,,189,,,,,,
They brought their gifts to Jesus,,,,,658,,,,,
They call us,,,,624,,,,,,
They come from the east and west,,,,,453,,,,,
Thine Approbation,,,,,338,,,,,
Thine approbation,,,,799,,,,,,
Thine forever! God of love,,,,,282,,,,,
Thine is the glory...,,,,,,171,,,,
Thine own,,,,787,,,,,,
This is my Father's world,,,,,646,92,,,,
"This is My will, My one command",,,,,,352,,,,
This is the day of rest,,,,,461,,,,,
This is the day of rest,,,,421,,,,,,
This is the day of toil,,,,755,,,,,,
This is the day the Lord.,,,,,,681,,,,
This is the threefold truth.,,,,,,203,,,,
This little light of mine,,,,,,580,,,,
This rite our blest Redeemer gave,,,,461,,,,,,
This same Jesus,,,,913,,,,,,
"Tho’ faint, yet pursuing, we go on our way",,,,667,,,,,,
Tho’ my sins were once like crimson red,,,,225,,,,,,
Tho’ your sins be as scarlet,,,,79,,,,,,
"Thou art coming, O my Saviour",,,,,196,,,,,
Thou Art Near,,,,,144,,,,,
Thou art near,,,,826,,,,,,
Thou art the Way,,,,133,,,,,,
Thou art the way........,,,,,,,,232,,
"Thou art, O Christ, the light and life",,,,,389,,,,,
"Thou coming One, our wants relieve",,,,844,,,,,,
Thou didst leave Thy throne,,,,,103,140,,,,
Thou didst leave Thy throne and Thy kingly,,,,314,,,,,,
Thou hast left us,,,,804,,,,,,
Thou hidden Source of calm repose,,,,,169,,,,,
Thou who on the cross didst make,,,,463,,,,,,
Thou whose almighty word,,,,,451,,,,,
Though I speak with tongues........,,,,,,81,,,,
Though nature weeps,,,,798,,,,,,
Throned upon the awful tree.......,,,,,,161,,,,
Throw out the life line,,,,,624,,,,,
Throw out the Life-Line,,,,544,,,,,,
Throw out the Life-Line,,,,545,,,,,,
Thus far,,,,744,,,,,,
"Thy broken body, gracious Lord",,,,,471,410,,,,
Thy glory fills the heavens,,,,341,,,,,,
"Thy hand, O God, has guided......",,,,,,351,,,,
"Thy holy Sabbath, Lord..",,,,,470,,87,119,,
Thy judgments abroad,,,,808,,,,,,
Thy kingdom come,,,,926,,,,,,
Thy kingdom come! on bended knee,,,,,193,,,,,
Thy life within me,,,,318,,,,,,
"Thy love, O God, has all mankind",,,,,,354,,,,
Thy mercies,,,,393,,,,,,
"Thy mighty love, O God",,,,,63,,,,,
Thy presence here,,,,423,,,,,,
Thy righteousness,,,,827,,,,,,
Thy voice h ath spoken,,,,,36,,,,,
"Thy way, not mine, O Lord",,,,,396,,,,,
"Thy way, not mine, O Lord",,,,661,,,,,,
Thy will be done,,,,806,,,,,,
Thy word is a lantern......,,,,,,676,,,,
Thy Word is like a garden,,,,402,,,,,,
Thy work alone,,,,141,,,,,,
Tidings from the battle,,,,684,,,,,,
Till He come,,,,653,,,,,,
Till we meet again,,,,,35,,,,,
Tis almost time for the Lord,,,,,182,212,,,,
Tis by faith of joys to come,,,,814,,,,,,
Tis by the faith of joys to come,,,,,242,,,,,
Tis finishedl so the Saviour cried,,,,,535,,,,,
Tis I; be not afraid,,,,758,,,,,,
Tis love that makes us happy,,,,567,,,,,,
Tis love that makes us happy...,,,,,,579,199,288,,
Tis midnight; and on Olives' brow,,,,,121,,,,,
Tis midnight; and on Olives’ brow,,,,156,,,,,,
Tis my happiness below,,,,,248,,,,,
Tis shining still,,,,242,,,,,,
Tis so sweet to trust in Jesus,,,,519,,,,,,
Tis so sweet to trust in Jesus.....,,,,,588,524,129,188,,
Tis the blessed hour of prayer,,,,,324,501,137,200,,
"Tis the blessed hour of prayer, when our",,,,270,,,,,,
To Be Living Is Sublime,,,,,359,,,,,
To be living is sublime,,,,637,,,,,,
To be there,,,,902,,,,,,
To God be the glory,,,,191,,,,,,
To God be the glory.,,,,191,647,341,3,3,,
To the name that brings salvation,,,,,,646,,,,
To the work! to the work! we are servants,,,,576,,,,,,
To the work..,,,,,,,,85,,
"To Thee, 0 dear, dear Saviour",,,,,264,,,,,
"To Thee, O dear, dear Saviour!",,,,326,,,,,,
To us a Child of hope is born,,,,,100,,,,,
To-day the Saviour calls,,,,173,,,,,,
Together let us sweetly live,,,,,,451,,,,
Toil on a little longer here,,,,,247,,,,,
Toiling for Jesus,,,,574,,,,,,
Toiling on,,,,576,,,,,,
Tossed upon life’s raging billow,,,,733,,,,,,
Tread Softly,,,,,601,479,,,,
Tread softly,,,,196,,,,,,
Trust and obey,,,,495,,,,,,
Trust and obey...,,,,,582,590,,,,
Trust His care,,,,837,,,,,,
"Trusting Thee, Lord Jesus",,,,105,,,,,,
Truth crushed to earth,,,,779,,,,,,
Turn Your Eyes Upon Jesus,,,,,,290,212,,,
Twas in the days of careless youth,,,,36,,,,,,
Twilight,,,,339,,,,,,
Two little eyes.,,,,,,,,331,,
Two little hands,,,,251,,,,,,
Under His wings,,,,507,,,,,,
Under His wings I am safely abiding,,,,,587,529,,,,
Unseen but Known,,,,,166,,,,,
Unseen but known,,,,419,,,,,,
Unshaken as the sacred hills,,,,,392,,,,,
Unshaken as the sacred hills,,,,789,,,,,,
Until then.,,,,,,632,,,,
Unto the hills around.,,,,,,102,,,,
Urge them to come,,,,531,,,,,,
Vale of Beulah,,,,610,,,,,,
Valley lilies,,,,275,,,,,,
Victory through grace,,,,488,,,,,,
W'hen Jesus shall gather the nations,,,,,538,,,,,
"Wait, and Murmur Not",,,,,616,,,,,
"Wait, and murmur not",,,,551,,,,,,
Waiting and watching,,,,885,,,,,,
Waiting and watching.,,,,,542,,,241,,
Wake the song of joy and gladness,,,,,649,34,,,,
Wake the song of joy and gladness,,,,227,,,,,,
"Wake, awake, for night is flying",,,,,197,210,,,,
Walk in the light,,,,540,,,,,,
Walk in the light,,,,811,,,,,,
Walk in the light! so shalt thou know,,,,,339,,,194,,
Walking with God,,,,,395,,,,,
Walking with God,,,,295,,,,,,
Walking with Thee,,,,296,,,,,,
Washed white as snow,,,,225,,,,,,
Watch and pray,,,,555,,,,,,
"Watch, for the time is short",,,,555,,,,,,
"Watch, for the time is short....",,,,,,,71,102,,
"Watch, ye saints, with eye-lids waking",,,,877,,,,,,
"Watch, ye saints, with eyelids waking",,,,,549,598,160,237,,
Watchful at His gate,,,,,351,,,,,
Watchful at His gate,,,,714,,,,,,
Watchman on the walls of Zion,,,,705,,,,,,
"Watchman, blow the gospel trumpet",,,,,619,,,,,
"Watchman, blow the gospel trumpet",,,,683,,,,,,
"Watchman, blow the gospel trumpet...",,,,,619,368,64,95,,
"Watchman, tell me",,,,734,,,,,,
"Watchman, tell me, does the morning",,,,,180,,74,106,,
"Watchman, tell us of the night..",,,,,,592,,,,
"Watchmen, on the walls of Zion...",,,,,184,601,77,108,,
"We all, O Lord, have gone astray",,,,114,,,,,,
We are building in sorrow or joy,,,,33,,,,,,
We are children of a King,,,,264,,,,,,
We are children of a King..,,,,,,,,294,,
We are climbing Jacob's ladder,,,,,,627,,,,
We are joyously voyaging over the main,,,,909,,,,,,
"We are living, we are dwelling",,,,637,,,,,,
"We are living, we are dwelling.......",,,,,359,617,,,,
We Are Nearing Home,,,,,642,,,,,
We are on the Lord’s side,,,,369,,,,,,
We bless Thee for Thy peace,,,,728,,,,,,
We dedicate to Thee,,,,424,,,,,,
We gather together to ask the Lord's,,,,,8,8,,,,
We give Thee but Thine own,,,,,477,670,96,,,
We give Thee but Thine own,,,,787,,,,,,
We give this child to you.,,,,,,379,,,,
We Have an Anchor,,,,,584,,,,,
We have an anchor,,,,564,,,,,,
We have heard a joyful sound,,,,78,,,,,,
We have heard a joyful sound...,,,,,637,340,108,147,,
We have heard from the bright,,,,,305,453,,,,
We have not known Thee as we ought,,,,,350,291,,,,
We have this hope.......,,,,,,214,,,,
We know not the hour,,,,878,,,,,,
We know not the hour..,,,,,540,604,173,254,,
We know not the time when He cometh,,,,,542,,174,,,
We know not the time when He cometh,,,,885,,,,,,
We lay us calmly down to sleep,,,,686,,,,,,
We lay us down to sleep,,,,686,,,,,,
We live anew,,,,415,,,,,,
"We love Thy Sabbath, Lord...",,,,,,390,,,,
We may not climb the heav’nly steeps,,,,458,,,,,,
We may not climb the heavenly steeps,,,,,141,,,,,
We plough the fields and scatter,,,,629,,,,,,
We plow the fields and scatter......,,,,,,561,,,,
We praise Thee with our minds ...,,,,,,642,,,,
"We praise Thee, O God, for the Son of Thy",,,,396,,,,,,
"We praise Thee, O God.",,,,396,,,2,2,,
We shall know,,,,893,,,,,,
We shall know...,,,,,,,,257,,
We shall meet,,,,848,,,,,,
We shall meet beyond the skies,,,,872,,,,,,
We shall reach the summer land,,,,856,,,,,,
We shall walk with Him in white,,,,869,,,,,,
We should be like gardens,,,,578,,,,,,
We sing the praise of Him who died,,,,,296,,,,,
We speak of the realms of the blest,,,,902,,,,,,
We speak of the realms.,,,,,199,434,,268,,
We stand in deep repentance,,,,,235,,,,,
We tell it as we journey t’ward the mansions,,,,34,,,,,,
We thank Thee,,,,429,,,,,,
We three kings of Orient are,,,,,107,137,,,,
We walk by faith,,,,,242,,,,,
We walk by faith,,,,814,,,,,,
We Worship Thee,,,,,164,,,,,
We worship Thee,,,,321,,,,,,
We would not weep,,,,941,,,,,,
We would see Jesus,,,,,,,,,,
We would see Jesus,,,,870,,,,,,
"We would see Jesus;"" for the shadows",,,,,29,494,,,,
We'll build on the Rock.,,,,,579,531,72,104,,
We'll tarry by the living waters..,,,,,,,181,265,,
We'll work till Jesus comes,,,,,662,,,,,
We're bound for the land of the pure,,,,,368,,,,,
We've no abiding city here,,,,,308,,,,,
We've no abiding city here..,,,,,308,,,269,,
"We’ll build on the Rock, the living Rock",,,,32,,,,,,
We’ll live in tents,,,,483,,,,,,
We’ll never say good-by,,,,866,,,,,,
We’ll stand the storm,,,,927,,,,,,
We’ll tarry by the living waters,,,,206,,,,,,
We’ve no abiding city here,,,,925,,,,,,
Weary of earth,,,,121,,,,,,
Weary of earth and laden with my sin,,,,,289,,,,,
Weeping endures but for a night,,,,,312,,,,,
Weeping will not save me,,,,92,,,,,,
Weighed and wanting,,,,49,,,,,,
Weighed and Wanting.,,,,,,,,251,,
Welcome here,,,,273,,,,,,
Welcome hymn,,,,280,,,,,,
"Welcome, day of sweet repose.",,,,,469,380,,,,
"Welcome, delightful morn",,,,,465,,,,,
"Welcome, delightful morn",,,,387,,,,,,
"Welcome, welcome",,,,431,,,,,,
"Welcome, welcome, day of rest...",,,,,459,391,86,129,,
Welcome! thrice welcome!,,,,280,,,,,,
"Welcome! wanderer, welcome",,,,3,,,,,,
Were you there?,,,,,,158,,,,
"What a fellowship, what a joy divine",,,,503,,,,,,
What a fellowship...,,,,,611,469,43,61,,
What a friend we have in Jesus,,,,643,,,,,,
What a friend we have in Jesus....,,,,,320,499,130,189,,
What a meeting that will be!,,,,922,,,,,,
What a wonderful Savior!..,,,,,644,335,,50,,
What a wonderful Saviour!,,,,204,,,,,,
What are you doing for Jesus?,,,,542,,,,,,
What ask we for our children....,,,,,,,,287,,
What can wash away my sin?,,,,,,,97,138,,
What can wash away my sin?,,,,93,,,,,,
What Child is this?,,,,,,141,,,,
What does the Lord require?,,,,,,571,,,,
What Hast Thou Done?,,,,,230,,,,,
What hast thou done?,,,,96,,,,,,
What heavenly music steals over...,,,,,,452,,,,
What is the chaff?,,,,809,,,,,,
What joy it is to worship........,,,,,,586,,,,
"What means this eager, anxious throng",,,,52,,,,,,
What of the night?,,,,,184,,,,,
What of the Night?,,,,705,,,,,,
What shall I do with Jesus?,,,,1,,,,,,
What shall the harvest be?,,,,56,,,,,,
What the World Needs is Jesus,,,,,,,215,,,
What the world needs is Jesus....,,,,,,,209,327,,
What tho’ clouds are hov’ring o’er me,,,,615,,,,,,
What will you do with Jesus?,,,,62,,,,,,
What will you do with the King called Jesus?,,,,62,,,,,,
What wondrous love is this..,,,,,,162,,,,
What! Never part again?,,,,,,449,,,,
When all my labors and trials are o'er,,,,,641,435,,267,,
"When all Thy mercies, O my God!",,,,393,,,,,,
When Christ was lifted from.,,,,,,585,,,,
When darkness gathers round thy way,,,,,314,,,,,
When God descends,,,,924,,,,,,
When He comes,,,,,,220,,,,
"When He cometh, when He cometh",,,,852,,,,,,
When He cometh.,,,,,418,218,196,302,,
When I can read my title clear,,,,927,,,,,,
When I can read my title clear..,,,,,,464,,,,
When I get home.,,,,,,,,271,,
When I shall awake,,,,876,,,,,,
When I survey the wondrous,,,,,118,154,63,84,,
When I survey the wondrous,,,,,119,154,63,84,,
When I survey the wondrous,,,,,120,154,63,84,,
When I survey the wondrous,,,,,118,155,63,84,,
When I survey the wondrous,,,,,119,155,63,84,,
When I survey the wondrous cross,,,,172,,,,,,
When I survey the wondrous.,,,,,120,155,63,84,,
When in our music God...,,,,,,32,,,,
When Jesus calls His jewels,,,,922,,,,,,
When Jesus comes,,,,853,,,,,,
When Jesus comes in glory..,,,,,,219,,,,
When Jesus shall gather the nations,,,,42,,,,,,
When Jesus shall gather.,,,,,538,,169,256,,
When love shines in,,,,233,,,,,,
When morning gilds the skies,,,,,43,43,,,,
When morning gilds the skies,,,,281,,,,,,
When morning lights the eastern skies,,,,612,,,,,,
When my life-work is ended.,,,,,,,177,260,,
"When my lifework is ended, and I cross the",,,,849,,,,,,
When on life a darkness falls..,,,,,,631,,,,
When peace like a river attendeth my way,,,,516,,,,,,
When peace like a river.,,,,,313,530,127,255,,
"When pow’r divine, in mortal form",,,,781,,,,,,
When softly fades the dying day,,,,556,,,,,,
When softly falls the twilight hour,,,,307,,,,,,
When storms of life are sweeping,,,,674,,,,,,
When the church of Jesus.,,,,,,581,,,,
When the cross seems hard to carry,,,,543,,,,,,
When the day of toil.,,,,,313,,,186,,
When the Judge shall weigh our motives,,,,49,,,,,,
When the King Comes In,,,,,537,,,,,
When the King comes in,,,,43,,,,,,
When the King Shall Claim His Own,,,,,539,,,,,
When the King shall claim His own,,,,864,,,,,,
When the Lord of love was here,,,,,115,,,,,
When the mists have rolled in splendor,,,,893,,,,,,
When the roll is called up yonder,,,,,,216,,,,
When the roll is called up yonder,,,,865,,,,,,
When the trumpet of the Lord shall sound,,,,865,,,,,,
When the trumpet of the Lord.,,,,,,216,168,248,,
When Thou comest,,,,886,,,,,,
When Thou shalt come,,,,945,,,,,,
"When Thou, my righteous Judge",,,,,190,,,,,
"When Thou, my righteous Judge, shalt come",,,,945,,,,,,
When upon life's billows.,,,,,,,,173,,
When waves of trouble round me swell,,,,758,,,,,,
When we all get to heaven.,,,,,,633,,272,,
When we hear the music ringing,,,,891,,,,,,
When we lay our burdens down,,,,859,,,,,,
When we walk with the Lord,,,,495,,,,,,
When we walk with the Lord.,,,,,582,590,128,276,,
When wilt Thou save the people?,,,,,675,,,,,
"When, His salvation bringing",,,,323,,,,,,
"When, my Saviour, shall I be",,,,,250,,,,,
"When, my Saviour, shall I be",,,,187,,,,,,
Whence came the armies O the sky,,,,,378,,,,,
Where Are the Reapers?,,,,,620,,,,,
Where are the reapers?,,,,548,,,,,,
Where cross the crowded ways,,,,,,355,,,,
Where He may lead me I will go,,,,305,,,,,,
Where he may lead me...,,,,,582,,,187,,
Where high the heavenly temple,,,,,137,,,,,
Where is my boy to-night?,,,,98,,,,,,
"Where Jesus is, ’tis heaven",,,,224,,,,,,
Where we'll never grow old.,,,,,,,,231,,
While in sweet communion feeding,,,,462,,,,,,
While Jesus whispers,,,,45,,,,,,
While Jesus whispers to you,,,,,564,,,,,
While shepherds watched their flocks.,,,,,101,139,,,,
While the days are going by,,,,486,,,,,,
While we pray and while we plead,,,,81,,,,,,
Whisper a Prayer in the Morning,,,,,,,217,,,
White leaves,,,,2,,,,,,
"White pages before us, thank God this is so",,,,2,,,,,,
Whiter than snow,,,,28,,,,,,
Whiter than snow,,,,64,,,,,,
Whiter Than Snow.,,,,,592,318,,,,
"Whither, pilgrims, are you going",,,,,,,,270,,
Who are these?,,,,871,,,,,,
Who are these?,,,,912,,,,,,
Who can cheer the heart,,,,,,189,,,,
Who follows?,,,,693,,,,,,
Who is He in yonder stall?,,,,,,150,,27,,
Who is on the Lord’s side?,,,,59,,,,,,
Who is on the Lord’s side?,,,,369,,,,,,
Who will volunteer?,,,,512,,,,,,
"Who, who are these beyond the chilly wave",,,,890,,,,,,
Who’ll be the next?,,,,72,,,,,,
Wholly Thine,,,,,597,308,,,,
Wholly Thine,,,,395,,,,,,
"Whosoever heareth,” shout, shout the sound",,,,12,,,,,,
Whosoever heareth.,,,,,571,,109,148,,
Whosoever will”,,,,12,,,,,,
Why do we waste on trifling cares,,,,184,,,,,,
Why labor for treasures that rust and decay,,,,69,,,,,,
Why not now?,,,,81,,,,,,
Why stand with rusty blade?,,,,,444,,,,,
Why stand with rusty blade?,,,,622,,,,,,
Will There Be Any Stars?,,,,,626,,,,,
Will there be any stars?,,,,552,,,,,,
Will You Go?,,,,,368,,,,,
Will your anchor hold in the storm of life,,,,564,,,,,,
Will your anchor hold?,,,,,584,534,,74,,
Winning precious souls to Thee,,,,536,,,,,,
With friends on earth we meet in gladness,,,,866,,,,,,
With friends on earth.,,,,,,,186,280,,
With joy we hail.,,,,,295,,,130,,
"With praise, 0 God, we worship Thee",,,,,697,,,,,
With reverence,,,,455,,,,,,
With reverence let the saints appear,,,,,4,,,,,
With songs and honors..,,,,,,35,,,,
With tearful eyes I look around,,,,180,,,,,,
With Thy Spirit Fill Me,,,,,,,216,,,
With willing hearts,,,,414,,,,,,
With willing hearts we tread,,,,,439,,,,,
"Within the veil""",,,,,138,,,,,
Wonderful love of Jesus,,,,245,,,,,,
Wonderful love of Jesus.,,,,,650,,,46,,
Wonderful Peace,,,,,610,466,,,,
Wonderful peace,,,,210,,,,,,
Wonderful Wonderful Jesus,,,,,,,218,,,
Wonderful Words of Life,,,,,574,286,,,,
Wonderful words of life,,,,74,,,,,,
"Wonderful, wonderful Jesus",,,,,,,210,,,
Wondrous love,,,,,,162,,,,
Wondrous love,,,,304,,,,,,
Words are things of little cost,,,,832,,,,,,
Words of cheer from the battle-field of life,,,,684,,,,,,
Work for the school,,,,607,,,,,,
Work till Jesus comes,,,,843,,,,,,
Work while it is today,,,,,347,,,,,
"Work, for the night is coming",,,,720,,,,,,
"Work, for the night is coming.",,,,,446,375,59,81,,
"Working, O Christ, with Thee",,,,477,,,,,,
"Working, O Christ, with Thee......",,,,,345,582,,,,
"Workman of God, 0 lose not heart",,,,,443,,,,,
Worthy is the Lamb,,,,328,,,,,,
"Worthy, worthy is the Lamb.",,,,,168,246,,,,
Would we be joyful in the Lord?,,,,195,,,,,,
Would you be free,,,,,,294,,,,
Would you be free from your burden of sin?,,,,27,,,,,,
Would you believe?,,,,22,,,,,,
"Would you live for Jesus, and be always pure",,,,58,,,,,,
Would you live for Jesus.......,,,,,,,149,210,,
Would you win a Saviour's blessing?,,,,,479,,,,,
Would you win a Saviour’s blessing?,,,,533,,,,,,
Write Thy law,,,,135,,,,,,
Ye Christian heralds!,,,,751,,,,,,
Ye must be born again,,,,26,,,,,,
Ye servants of God...,,,,,342,256,,,,
Ye servants of the Lord,,,,714,,,,,,
Ye servants of the Lord.. ......,,,,,351,597,,,,
Ye watchers and ye holy ones.......,,,,,77,91,,,,
Ye who rose to meet the Lord,,,,,181,,,,,
"Ye who, forsaking all",,,,392,,,,,,
Yet there is room,,,,13,,,,,,
Yield not to temptation,,,,,498,,,,,
Yield not to temptation,,,,66,,,,,,
You that know the Lord.....,,,,,,583,,,,
You will see your Lord a-coming..,,,,,,438,,,,
"Your Saviour, too",,,,53,,,,,,
Zion stands,,,,707,,,,,,
"Zion, awake!",,,,771,,,,,,
